type,url,slug,new_description,char_len,reason,gsc_clicks
article,https://www.thethreedrinkers.com/magazine-content/hmpfhd0w5dmrbh56wqiajv2pbn6lxg,hmpfhd0w5dmrbh56wqiajv2pbn6lxg,"Tucked away within the rolling hills of the Cotswolds, Foxhill Manor is not just another five-star retreat.",107,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/hosting-and-entertaining-at-home-tips-and-trends,hosting-and-entertaining-at-home-tips-and-trends,Rising costs and inflation are driving more and more people to stay comfortably at home.,88,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/hotel-bel-air-los-angeles,hotel-bel-air-los-angeles,"Though you might be in the craziness of Los Angeles, you’d instead think you were tucked away on your own private island.",121,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/hotel-café-royal,hotel-café-royal,"A London legend continues to stand and serve people many years later. In 1863, the original Café Royal was secured by a French wine merchant.",141,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-a-botanical-soda-reframes-refreshment,how-a-botanical-soda-reframes-refreshment,"There is a moment most afternoons when you reach for the fridge and realise you want something more than water, but not quite a glass of wine.",142,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-do-you-like-your-eggs-the-effect-of-vessels-on-wine-flavour-and-texture,how-do-you-like-your-eggs-the-effect-of-vessels-on-wine-flavour-and-texture,"The world of wine is changing so quickly, people like us need to do our best to keep up.",88,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-intentional-breathing-nose-breathing-can-boost-your-health-and-happiness,how-intentional-breathing-nose-breathing-can-boost-your-health-and-happiness,"Mind, Sense &amp; Soul: Breathe  Navy seals. You’ve heard of them, right? The U.S. Navy's primary special operations force... You may even know some.",149,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-passo-turned-6pm-into-the-best-time-to-drink,how-passo-turned-6pm-into-the-best-time-to-drink,There was a time when the “proper” start of a night out meant waiting until it was fully dark. Cocktails belonged to late evenings. Bars filled after 9 pm.,155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-sound-techniques-can-improve-your-mental-health-amp-wellbeing,how-sound-techniques-can-improve-your-mental-health-amp-wellbeing,"Here we have a sense we don’t often think about beyond just music yet it has so many benefits for our mental health and wellbeing, especially in promoting.",155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-get-better-at-smelling-wine,how-to-get-better-at-smelling-wine,"They say that the more you know about something, the more interesting you find it and nowhere is this more true than in the wonderful world of wine.",148,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-improve-your-mood-happiness-feel-good-wellness,how-to-improve-your-mood-happiness-feel-good-wellness,"It’s no secret that many of us are struggling right now more than we would. Most of the things that put a smile on our face are forbidden, but not ALL of them.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-invest-in-whisky-best-whisky-to-invest-in,how-to-invest-in-whisky-best-whisky-to-invest-in,This month has seen quite a bit of change in the leaders in Scotch whisky and we have added a tenth position as the volume for Macallan has risen recently.,155,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-invest-in-whisky-best-whisky-to-invest-in-june-investment-index,how-to-invest-in-whisky-best-whisky-to-invest-in-june-investment-index,"The king is just about hanging onto the crown, but it is closer than it has been for many months. Macallan has risen a little and Springbank remains strong.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-invest-in-whisky-best-whisky-to-invest-in-may-investment-index,how-to-invest-in-whisky-best-whisky-to-invest-in-may-investment-index,"The king lives on, as Dalmore stays at the top for whisky investors, or, very wealthy drinkers were buying at auction last month!",129,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-look-after-your-gut-healthy-gut-importance,how-to-look-after-your-gut-healthy-gut-importance,It’s no secret that our gut is our second brain. A heck of a lot goes on inside this part of the body and that impacts how we feel both physically and.,151,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-make-a-whisky-infinity-bottle,how-to-make-a-whisky-infinity-bottle,"If you are an avid whisky drinker, you may well have many bottles open at the same time and some of them will have very little left in them.",140,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-make-yourself-happy,how-to-make-yourself-happy,"HAPPINESS…. A term that may seem cliché, but ultimately results in us leading a more fulfilled and positive life, surrounded by wonder, comfort and love.",153,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-motivate-yourself-to-move-and-get-more-exercise,how-to-motivate-yourself-to-move-and-get-more-exercise,"Here’s something that might make you feel better: for millions of years, our ancestors had to work really hard to get enough food to have energy.",145,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/how-to-put-together-the-perfect-cheeseboard,how-to-put-together-the-perfect-cheeseboard,"As Helena looks into wine and cheese matching, she gets some tips from Hero Hirsh, head of retail at the award-winning cheesemonger,    Paxton &amp;",148,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/howler-head-banana-whiskey,howler-head-banana-whiskey,"‘Scuse the bad pun, but we’re going bananas for Howler Head Banana Infused Kentucky Straight Bourbon!",101,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/inside-little-red-door-every-drink-tells-a-story,inside-little-red-door-every-drink-tells-a-story,"Behind a crimson door on Rue Charlot in the Marais, Little Red Door has spent years asking what a cocktail menu can genuinely mean, and Agri/Culture, its.",154,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/inside-the-toren-the-amsterdam-hotel-built-on-400-years-of-stories,inside-the-toren-the-amsterdam-hotel-built-on-400-years-of-stories,"Amsterdam has a particular quality in the early evening, when the canal lights begin to shimmer on the water and the city settles into itself after the day.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/intercontinental-new-york-barclay,intercontinental-new-york-barclay,"&nbsp;New York is the city of dreams and opportunities, where people flock for both business and pleasure.",106,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/irish-spring,irish-spring,"It doesn’t get much simpler than this! Using Glendalough’s Wild Botanical gin, sustainably hand foraged from the mountains around the distillery, this cocktail.",160,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/irish-whiskey-coffee-recipes,irish-whiskey-coffee-recipes,"The season of cosy cocktails is upon us, and the Irish Coffee has to be right at the top of that list.",102,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/is-johnnie-walker-blonde-the-perfect-first-whisky,is-johnnie-walker-blonde-the-perfect-first-whisky,"Very few take to whisky on the first sip which is why many dram debutants quickly disregard it, leaving them completely puzzled about what all the fuss is for.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/italys-most-storied-vermouth-finds-a-new-home-in-mamps,italys-most-storied-vermouth-finds-a-new-home-in-mamps,"There is a version of your Friday evening that starts not with a glass of wine poured the moment you walk through the door, but with something a little more.",157,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/its-wine-tax-freedom-day-join-the-movement,its-wine-tax-freedom-day-join-the-movement,The 12th August 2019 is Wine Tax Freedom Day! So what is that? Why is it important and how can you help?   33 million people in the UK drink wine. Fact.,152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/jg-thomson-the-new-team-in-town,jg-thomson-the-new-team-in-town,There are plenty of spirits companies out there not only producing whisky but gins and vodkas as well.,102,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/johnnie-walker-princes-street-edinburgh,johnnie-walker-princes-street-edinburgh,It is hard to describe what the new Johnnie Walker experience is on Princes Street in Edinburgh.,96,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/jumeirah-carlton-tower,jumeirah-carlton-tower,"One of London’s best hotels, no really&nbsp; Jumeirah Carlton Tower &nbsp;was bestowed five glistening stars, sits like a beacon in the city’s central area.",156,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/just-hatched-whisky-new-zealand,just-hatched-whisky-new-zealand,"With a title like that, one would assume that I am about to write about yet another Australian or even Tasmanian whisky.",120,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/kamado-joe-just-gave-serious-grilling-a-serious-upgrade,kamado-joe-just-gave-serious-grilling-a-serious-upgrade,"The ceramics carry a lifetime warranty. The dome opens with one finger thanks to the counterbalanced Airlift hinge, which sounds like a small detail until you.",159,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/kavalan-15-worth-every-year-of-the-wait,kavalan-15-worth-every-year-of-the-wait,"It took Kavalan two decades to put an age statement on a bottle. Not because they couldn't, but because they were too busy winning.",131,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/kimpton-aysla-mallorca,kimpton-aysla-mallorca,"&nbsp;A short, yet scenic journey from Palma De Mallorca Airport will lead you to&nbsp;",87,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/light-importance-everyday-mental-health-sad-syndrome,light-importance-everyday-mental-health-sad-syndrome,"Bright, natural light, especially in the morning, boosts alertness, improves mood, reaction speed, gut health and helps you fall asleep faster at night.",152,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/light-red-wine-styles,light-red-wine-styles,"Not all red wines are the same and sometimes, we don’t necessarily want a massive, blockbusting fruit bomb.",107,auto-truncated,0
article,https://www.thethreedrinkers.com/magazine-content/lincoln-plaza-london-hotel,lincoln-plaza-london-hotel,Hilton hotel lovers and London travellers can rejoice together at the chance of spending your time in the city at the Lincoln Plaza.  Settled humbly in the.,156,auto-truncated,0
